"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA"
1138,"V331307_L988_1_P.jpg",4340.0166,NA,0,NA,0,0,NA,0,1,136.5284,0,0,0,0,0,5,168.0476,2,NA,337.5204,0,723.5136,NA,NA,151.4199,749.5385,NA
1139,"V331308_L989_1_P.jpg",3826.5619,NA,0,NA,0,0,NA,0,0,NA,0,7,0,0,0,5,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1140,"V331308_L989_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,157.6325,0,2,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1141,"V331308_L989_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,176.4086,2,352.0909,NA,0,705.1354,720.0222,792.4948,159.2482,676.3904,0
1142,"V331309_L990_1_C.jpg",NA,NA,0,NA,0,1,205.7693,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,722.0783,0
1143,"V331309_L990_1_P.jpg",4578.3927,574.6389,0,NA,0,0,NA,0,1,293.3939,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1144,"V331309_L990_1_P.jpg",NA,NA,1,NA,0,0,NA,0,0,NA,0,8,7,17,12,6,156.7195,2,453.2781,461.8052,0,NA,NA,NA,NA,NA,0
1145,"V331309_L990_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,986.9316,826.6075,518.1062,218.1559,729.3024,0
1146,"V331310_L991_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,285,756.1547,0
1147,"V331311_L992_1_P.jpg",NA,355.1102,0,NA,0,0,NA,0,1,86.3481,0,0,0,0,0,4,132.2422,2,235.2275,242.9979,0,471.3767,408.8276,306.8876,NA,731.519,NA
1148,"V331312_L993_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,154.8709,345.7427,NA,81.8841,706.4347,NA
1149,"V331313_L994_1_P.jpg",NA,634.8428,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1150,"V331313_L994_1_P.jpg",NA,NA,1,130.5986,0,1,NA,0,1,NA,0,0,9,18,0,0,NA,2,492.9584,401.278,0,1088.8893,778.9737,NA,NA,733.2339,0
1151,"V331314_L995_1_P.jpg",NA,495.1173,0,NA,0,0,NA,0,1,127.1377,0,11,7,17,10,4,114.9826,0,NA,NA,0,247.6954,715.4355,658.7169,NA,721.2052,NA
1152,"V331315_L996_1_P.jpg",NA,469.9366,0,NA,0,0,NA,0,1,133.66,0,10,7,17,0,0,221.4723,2,348.0517,340.0735,0,779.5672,NA,NA,NA,674.1662,NA
1153,"V331316_L997_1_P.jpg",4682.3618,596.6924,0,NA,0,1,281.0267,0,1,169.7999,0,0,0,17,14,5,216,0,NA,NA,0,785.8855,586.6788,537.4309,91.3893,716.1787,NA
1154,"V331317_L998_2_P.jpg",NA,513.9219,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1155,"V331317_L998_2_P.jpg",NA,NA,0,NA,0,0,NA,1,1,129.9731,0,0,0,0,7,0,NA,0,NA,NA,0,NA,NA,NA,NA,718.0975,0
1156,"V331318_L999_1_P.jpg",3726.7831,478.6186,1,146.8741,0,1,298.2214,0,1,194.9974,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1157,"V331318_L999_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,10,7,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1158,"V331318_L999_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,6,77.2787,2,328.2499,NA,0,664.6774,288.1389,437.1544,98.1835,721.8753,0
1159,"V331319_L1000_1_P.jpg",NA,301.2372,0,NA,1,0,NA,1,1,124.6365,0,0,0,0,0,6,78.9374,0,NA,NA,0,389.354,271.964,269.3861,74.7145,726.9798,NA
1160,"V331320_L1001_1_P.jpg",2866.0318,361.0702,0,NA,0,1,169.0946,0,1,81.8841,0,8,9,16,12,5,129.8692,0,NA,NA,0,NA,351.3204,249.5596,138.1304,711.4049,0
1161,"V331321_L1002_1_P.jpg",NA,421.1773,0,NA,0,1,211.367,0,1,148.9765,0,0,0,17,12,4,129.8692,0,NA,NA,0,NA,468.4709,NA,NA,738.0244,0
1162,"V331322_L1003_1_P.jpg",2933.6411,357.8947,0,NA,0,1,168.1071,0,1,89.1964,0,8,8,17,11,5,117.3456,0,NA,NA,0,204.0882,354.2033,321.6722,141.6051,728.506,NA
1163,"V331323_L1004_1_P.jpg",3630.6716,530.1031,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1164,"V331323_L1004_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.0028,0
1165,"V331324_L1005_1_P.jpg",3181.965,442.8364,1,66.4003,0,1,230.3606,0,1,103.2376,0,7,8,17,13,6,111.3643,2,282.3987,255.0176,0,474.038,407.4923,332.7702,117.6138,710.031,NA
1166,"V331325_L1006_1_P.jpg",3108.5921,NA,0,NA,0,1,205.5164,0,1,120.5985,0,8,7,17,0,5,126.1784,2,291.1391,NA,0,485.4163,349.2005,374.3394,97.949,724.3991,NA
1167,"V331326_L1007_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,101.2126,0,0,0,0,0,5,115.4123,0,NA,NA,0,NA,281.0267,313.1581,91.7606,714.2269,0
1168,"V331327_L1008_1_P.jpg",NA,508.0905,0,NA,1,1,232.2628,0,1,135.0333,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1169,"V331327_L1008_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,10,10,15,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,705.0511,0
1170,"V331328_L1009_1_P.jpg",4874.0464,NA,0,NA,0,0,NA,0,1,93.723,0,7,7,17,0,0,NA,0,NA,NA,0,611.7941,601.0191,577.1239,181.3946,718.2479,NA
1171,"V331329_L1010_1_P.jpg",NA,516.1502,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,156.4609,501.8615,469.2771,NA,721.0617,NA
1172,"V331330_L1011_1_P.jpg",NA,535.7277,0,NA,1,0,NA,1,1,140.4564,0,0,0,17,0,0,214.1588,2,390.1846,NA,0,700.2928,NA,NA,NA,741.5888,NA
1173,"V331331_L1012_1_P.jpg",4262.9061,472.2773,0,NA,0,1,353.8361,0,1,184.1738,0,7,0,17,0,4,NA,2,439.345,NA,0,NA,625.0376,502.4102,180.1777,724.9828,NA
1174,"V331332_L1013_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,328.7704,164.7544,716.6484,0
1175,"V331334_L1015_1_P.jpg",NA,604.4898,0,NA,0,1,204.7828,0,1,162.4315,0,10,7,0,12,5,181.593,2,450.1555,335.4519,0,765.4646,448.0357,557.2647,NA,716.1006,NA
1176,"V331335_L1016_1_P.jpg",NA,435.1543,0,NA,0,0,NA,0,1,106.066,0,0,0,0,0,0,NA,0,NA,NA,0,157.4929,NA,NA,99.7246,748.9493,NA
1177,"V331336_L1017_1_P.jpg",2957.6882,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,100.9554,0,NA,NA,0,NA,360.0889,329.3873,NA,708.0904,0
1178,"V331337_L1018_1_P.jpg",NA,704.8968,1,332.8243,0,1,478.2343,0,1,208.2787,0,8,0,0,0,5,216.0833,2,561.0561,NA,0,1083.893,893.5771,664.0783,252.2856,701.2047,NA
1179,"V331338_L1020_1_P.jpg",2778.8908,365.1336,0,NA,0,0,NA,0,1,137.1167,0,7,9,19,0,4,179.7248,2,294.3824,287.0766,0,501.009,457.8613,483.0373,NA,729.6355,NA
1180,"V331341_L1026_1_P.jpg",4598.7964,470.1411,0,NA,0,1,217.9541,0,1,NA,0,9,9,17,11,5,142.9405,0,NA,NA,0,240.6657,633.5929,653.483,129.7998,717.8858,NA
1181,"V331342_L1028_1_P.jpg",3002.5608,415.1687,0,NA,0,1,155.5667,0,1,133.2216,0,9,8,16,12,5,103.3151,0,NA,NA,0,204.3526,423.4678,360.9238,154.2595,720.9057,NA
1182,"V331343_L1029_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,178.7177,0,10,9,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1183,"V331343_L1029_1_P.jpg",NA,586.0337,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,123,0,NA,NA,0,362.4417,660.552,649.3597,155.6824,711.3543,0
1184,"V331344_L1030_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,711.0696,0
1185,"V331345_L1031_1_P.jpg",2793.0258,352.8857,0,NA,0,0,NA,0,1,81.6088,0,0,0,18,13,4,183.6137,0,NA,NA,0,157.1782,402.2462,364.3858,148.1891,NA,0
1186,"V331345_L1031_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,726.1302,0
1187,"V331346_L1032_1_P.jpg",485.7645,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,117.1537,2,378.9037,309.2766,0,587.487,551.6493,529.9226,171.84,716.2716,NA
1188,"V331347_L1033_1_P.jpg",4560.8297,562.7537,0,NA,1,1,308.6487,0,1,148.8624,0,10,0,17,13,5,173.6663,0,NA,NA,0,581.6666,662.7096,540.5923,113.7717,708.9147,NA
1189,"V331348_L1034_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,88.6397,0,0,0,0,0,4,67.4166,0,NA,NA,0,NA,354.3177,358.8607,84.4808,709.2256,0
1190,"V331348_L1034_2_C.jpg",4181.7051,535.8622,0,NA,0,0,NA,0,1,103.846,0,9,7,17,11,5,99.0353,0,NA,NA,0,219.6725,667.8563,434.8977,147.187,735.3258,NA
1191,"V331349_L1038_3_C.jpg",2899.5896,396.6027,0,NA,0,0,NA,0,1,95.3415,0,6,5,17,12,4,146.2635,0,NA,NA,0,198.658,466.7001,283.623,109.4897,712.5237,NA
1192,"V331350_L1039_2_P.jpg",4757.2849,569.4352,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,169.9176,0,NA,NA,0,646.6931,748.8471,701.3202,261.2929,728.9753,NA
1193,"V331351_L1040_1_P.jpg",4594.0344,586.5958,0,NA,0,1,NA,0,1,131.8977,0,7,7,19,0,5,159.4522,2,258.4357,326.2698,0,NA,NA,NA,NA,NA,0
1194,"V331351_L1040_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,588.9177,576.6012,179.4492,706.7404,0
1195,"V331353_L1043_1_P.jpg",NA,485.6601,0,NA,0,0,NA,1,1,133.7946,0,0,0,0,0,0,NA,0,NA,NA,0,454.0418,430.8526,457.3893,213.5275,702.0064,NA
1196,"V331354_L1044_2_P.jpg",553.7763,NA,0,NA,0,0,NA,0,1,94.1541,0,8,8,16,0,0,NA,0,NA,NA,0,NA,495.0364,604.6693,178.3928,NA,0
1197,"V331355_L1045_5_P.jpg",2639.0453,NA,0,NA,0,1,NA,0,1,121.4578,0,9,0,16,12,5,128.8099,0,NA,NA,0,NA,388.7416,338.3253,116.2755,682.6419,0
1198,"V331356_L1046_1_P.jpg",4599.1304,600.7072,0,NA,0,0,NA,0,1,176.0454,0,0,0,0,0,5,140.9113,0,NA,NA,0,236.0339,667.8922,367.0422,220.9072,724.4308,NA
1199,"V331357_L1047_1_P.jpg",NA,582.1628,0,NA,0,1,190.5886,0,1,149.0369,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,125.3555,734.9082,0
1200,"V331359_L1050_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,123.5476,0,0,0,0,0,0,NA,0,NA,NA,0,165.4358,521.284,324.4719,94.8683,698.0788,NA
1201,"V331361_L1052_1_P.jpg",NA,486.4123,0,NA,0,1,242.9815,0,1,140.5845,0,0,0,17,11,5,132.5443,0,NA,NA,0,NA,547.1609,544.944,NA,693.4155,0
1202,"V331362_L1053_1_P.jpg",NA,548.79,0,NA,1,0,NA,1,1,102.6158,0,7,7,0,0,5,114.1578,2,243.9057,272.0588,0,466.9989,403.1178,408.9254,NA,705.3127,NA
1203,"V331363_L1054_1_P.jpg",5576.0793,621.513,1,154.8419,0,1,253.1403,0,1,NA,0,7,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1204,"V331363_L1054_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,18,0,5,128.8604,2,371.9274,353.16,0,851.8574,757.344,593.856,NA,723.504,0
1205,"V331365_L1056_1_C.jpg",NA,NA,0,NA,1,1,328.3733,0,1,96.7471,0,0,0,0,0,0,165.2453,2,421.2838,316.8091,0,608.8226,522,474.0854,199.7198,724.7965,NA
1206,"V331366_L1057_1_P.jpg",NA,331.7571,0,NA,0,0,NA,0,1,114,0,0,0,17,0,5,77.4209,0,NA,NA,0,127.3499,381.5783,416.1466,96.7471,704.3614,NA
1207,"V331367_L1058_1_P.jpg",3684.799,440.679,0,NA,1,0,NA,1,0,NA,1,0,0,17,0,0,NA,2,403.3658,382.5389,0,473.5061,564.1276,584.6708,157.5817,716.2793,NA
1208,"V331369_L1061_1_P.jpg",NA,565.5566,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,3,127.2792,0,NA,NA,0,NA,413.6303,522.4222,135.5323,747.6262,0
1209,"V331370_L1062_1_P.jpg",3597.2812,458.8296,0,NA,0,0,NA,0,1,164.4384,0,9,9,19,13,5,129.5531,0,NA,NA,0,NA,540.5923,429.9581,210.2189,696.1839,0
1210,"V331371_L1065_1_P.jpg",4012.0977,505.304,0,NA,0,1,201.4349,0,1,80.895,0,10,7,16,11,4,144.8862,0,NA,NA,0,192.2082,480.4165,558.856,150.3596,700.0114,NA
1211,"V331372_L1066_1_P.jpg",NA,560.4716,0,NA,0,0,NA,0,1,123.7093,0,8,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1212,"V331372_L1066_1_P.jpg",NA,NA,0,NA,0,1,201.6135,0,0,NA,0,0,0,17,0,7,118.8781,2,NA,358.402,0,NA,NA,NA,NA,724.3342,0
1213,"V331373_L1067_1_P.jpg",NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,460.3314,488.5949,171.4205,721.1803,0
1214,"V331375_L1069_1_P.jpg",NA,557.4629,0,NA,0,1,352.0909,0,1,131.0267,0,9,8,17,13,6,168.1904,2,299.386,NA,0,742.8916,NA,NA,NA,739.7513,NA
1215,"V331376_L1070_1_P.jpg",4174.4518,505.3947,0,NA,0,1,242.9156,0,1,144.8862,0,9,0,17,12,5,167.0928,0,NA,NA,0,179.1089,544.9404,401.6964,217.9541,709.5463,NA
1216,"V331377_L1074_1_P.jpg",4457.6245,538.6219,0,NA,0,0,NA,0,1,143.6106,0,10,8,17,13,5,174.9514,0,NA,NA,0,484.1487,480.1333,549.749,168.7602,676.1065,NA
1217,"V331378_L1075_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,176.1846,403.8874,343.7586,NA,678.4578,NA
1218,"V331379_L1077_1_P.jpg",NA,433.5125,0,NA,0,0,NA,0,1,97.949,0,9,8,0,0,5,105.3423,0,NA,NA,0,113.565,386.5812,389.5497,156.6046,701.4164,NA
1219,"V331381_L1079_1_P.jpg",4441.1548,556.5384,0,NA,0,1,260.2768,0,1,118.4567,0,8,8,16,0,5,157.1751,0,NA,NA,0,191.4158,NA,NA,236.1356,714.8706,NA
1220,"V331382_L1080_1_P.jpg",2792.7228,405.9403,0,NA,0,1,259.4224,0,1,75.4718,0,7,6,17,14,5,125.9365,2,332.4154,NA,0,NA,NA,NA,NA,NA,NA
1221,"V331382_L1080_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,525.8175,413.2408,421.1651,126.4911,698.4125,NA
1222,"V331383_L1081_1_P.jpg",3037.1159,423.6122,1,40.8044,0,1,194.5379,0,1,100.8464,0,9,8,18,0,5,103.097,2,NA,NA,0,NA,NA,NA,NA,NA,0
1223,"V331383_L1081_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,287.2107,NA,NA,NA,0
1224,"V331383_L1081_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,345.1449,157.0987,710.5561,0
1225,"V331384_L1082_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,6,90.2345,0,NA,NA,0,187.8911,NA,NA,NA,669.6925,NA
1226,"V331385_L1084_1_C.jpg",3532.5404,490.3604,1,229.4559,0,1,316.7665,0,1,123.6932,0,8,7,16,12,6,114.6298,2,378.8681,354.1144,0,718.0599,548.467,429.5346,140.5205,702.9225,NA
1227,"V331385_L1084_1_P.jpg",NA,510.1648,1,225.0778,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1228,"V331385_L1084_1_P.jpg",NA,NA,0,NA,0,1,301.5692,0,1,134.1641,0,8,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
1229,"V331385_L1084_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,140,0,NA,NA,0,NA,335.0104,363.8901,119.2812,705.8668,0
1230,"V331386_L1085_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,165.6804,366.4424,334.994,NA,696.84,NA
1231,"V331389_L1088_1_P.jpg",NA,448.5822,1,NA,0,1,276.8754,0,1,131.2288,0,10,7,17,15,5,109.1421,2,313.8471,311.082,0,530.9049,525.5245,306.2352,NA,703.7784,NA
1232,"V331390_L1089_1_P.jpg",3162.9562,414.1573,0,NA,0,0,NA,0,1,92.4175,0,9,8,16,0,5,101.5135,0,NA,NA,0,NA,NA,352.6372,160.8011,714.0063,0
1233,"V331391_L1090_1_C.jpg",NA,NA,0,NA,0,1,249.4474,0,1,99.4585,0,0,0,0,0,5,132.7403,0,NA,NA,0,128.8255,372.65,315.4172,132.8157,688.3517,NA
1234,"V331391_L1090_1_P.jpg",NA,361.8823,0,NA,0,1,230.9026,0,1,101.5135,0,0,0,0,13,5,138.0326,0,NA,NA,0,160.8011,304.777,334.389,132.6122,683.2232,NA
1235,"V331392_L1091_1_P.jpg",4029.1724,524.8257,0,NA,0,0,NA,0,1,169.9412,0,9,8,17,13,5,216.1481,2,367.8695,373.3952,0,818.9945,574.4423,538.5908,170.8801,690.3448,NA
1236,"V331393_L1092_1_P.jpg",NA,480.9909,0,NA,0,0,NA,0,1,94.8683,0,0,0,0,0,4,97.1648,0,NA,NA,0,NA,516.0349,428.6642,NA,691.4658,0
1237,"V331395_L1095_1_P.jpg",3254.0943,408.0506,1,231.4865,0,1,165.9789,0,1,126.5701,0,7,7,19,10,5,140.0714,2,423.6803,412.7045,0,622.2741,497.3218,381.4132,139.5887,710.1387,NA
1238,"V331396_L1096_1_P.jpg",3515.9898,422.4577,0,NA,0,0,NA,0,0,NA,0,10,7,15,12,6,109.4897,0,NA,NA,0,285.5679,426.3801,375.9588,196.1046,700.6654,NA
1239,"V331397_L1097_1_P.jpg",3051.8258,387.9549,0,NA,0,1,NA,0,1,72.2496,0,9,8,0,0,4,93.1933,0,NA,NA,0,197.7726,467.2687,381.1771,108.1665,694.4465,NA
1240,"V331398_L1098_2_P.jpg",NA,375.2465,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,131.0267,436.1651,373.3631,NA,648.0772,NA
1241,"V331399_L1099_2_P.jpg",3664.6692,NA,0,NA,0,1,123.6932,0,1,59.397,0,10,8,17,11,5,101.5135,2,267.1516,312.7059,0,NA,NA,NA,NA,NA,NA
1242,"V331399_L1099_2_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,655.6905,405.0444,454.0418,118.6802,603.7384,NA
1243,"V331400_L1100_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,166.0873,393.6864,439.477,139.7176,731.4711,NA
1244,"V331401_L1101_1_P.jpg",3537.561,435.5988,0,NA,0,1,218.1972,0,1,NA,0,10,8,18,0,6,159.1132,2,295.4657,NA,0,396.9194,267.959,381.425,NA,718.3105,NA
1245,"V331402_L1102_1_P.jpg",NA,465.7463,1,196.652,0,1,325.7484,0,1,NA,0,7,8,16,0,0,NA,2,411.7669,408.8031,0,NA,436.1468,NA,NA,709.9859,NA
1246,"V331406_L1110_1_P.jpg",3021.7558,374.9006,0,NA,0,1,193.0389,0,1,91.214,0,9,6,15,15,3,NA,0,NA,NA,0,NA,496.0645,327.3652,101.1929,699.0966,0
1247,"V331408_L1112_1_C.jpg",3432.9941,496.6719,0,NA,0,0,NA,0,0,NA,0,9,0,16,11,3,99.7246,0,NA,NA,0,NA,405.5774,451.2483,165.2453,735.612,0
1248,"V331409_L1114_2_P.jpg",NA,397.9494,0,NA,0,1,262.7622,0,1,136.8941,0,6,6,0,12,5,118.8781,2,355.719,369.4861,0,507.3421,509.8157,NA,NA,716.9379,NA
1249,"V331410_L1115_1_P.jpg",5124.073,600.0841,0,NA,0,0,NA,0,1,145.6022,0,8,8,17,12,4,169.7056,0,NA,NA,0,217.3292,738.3549,618.954,NA,720.2777,NA
1250,"V331411_L1116_1_P.jpg",4258.2064,522.5093,0,NA,0,0,NA,1,1,113.7717,0,6,6,17,0,0,NA,0,NA,NA,0,202.7807,567.7887,568.3098,177.0875,724.9828,NA
1251,"V331413_L1118_1_P.jpg",NA,577.0947,0,NA,0,0,NA,0,1,123.0366,0,0,0,17,15,4,193.5407,0,NA,NA,0,590.5811,468.5093,NA,NA,727.9128,NA
1252,"V331414_L1120_1_P.jpg",NA,443.7308,0,NA,1,0,NA,1,0,NA,1,8,8,18,12,0,NA,0,NA,NA,0,132.0606,482.3975,NA,NA,630.2733,NA
1253,"V331416_L1122_1_P.jpg",3290.1959,433.3558,0,NA,0,0,NA,0,1,135.5655,0,0,0,17,0,4,138.2932,0,NA,NA,0,160.3808,378.5829,366.3687,108.1665,627.7173,NA
1254,"V331417_L1123_1_P.jpg",NA,357.0655,0,NA,0,0,NA,0,1,96.2081,0,8,8,0,0,5,74,0,NA,NA,0,180.8978,428.565,246.26,115.395,640.1125,NA
1255,"V331418_L1124_1_P.jpg",NA,249.884,0,NA,0,1,246.6171,0,1,112.6055,0,0,0,0,0,5,80.05,0,NA,NA,0,231.7585,285.1596,339.2285,96.2081,631.3478,NA
1256,"V331419_L1125_1_P.jpg",633.6884,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,645.0279,0
1257,"V331420_L1126_1_P.jpg",4439.9676,567.8272,0,NA,0,0,NA,0,1,125.5388,0,0,0,17,13,5,152.4729,0,NA,NA,0,209.9905,NA,NA,260.7681,643.2915,NA
1258,"V331421_L1127_1_P.jpg",NA,366.8638,0,NA,0,0,NA,0,1,96.5194,0,10,8,17,15,5,92.7793,0,NA,NA,0,NA,452.0398,NA,NA,NA,0
1259,"V331421_L1127_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,396.0808,NA,644.2888,0
1260,"V331422_L1128_1_P.jpg",3246.7277,423.4383,0,NA,0,0,NA,0,1,89.0449,0,0,6,17,13,5,100.6231,0,NA,NA,0,173.6116,347.2233,456.3551,61.8466,643.743,NA
1261,"V331423_L1129_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,137.1167,355.0282,386.4298,156.7195,639.345,NA
1262,"V331424_L1130_1_P.jpg",1770.9128,236.4745,0,NA,0,0,NA,0,1,71.5542,0,7,7,14,13,0,83.1865,0,NA,NA,0,105.9056,239.2823,250.5993,76.8375,648.6047,NA
1263,"V331425_L1131_1_P.jpg",NA,599.4242,0,NA,0,0,NA,1,0,NA,1,0,0,0,11,0,NA,0,NA,NA,0,86.3713,696.2442,619.4514,138.2462,645.8792,NA
1264,"V331426_L1132_1_P.jpg",3513.2037,458.3839,0,NA,0,0,NA,0,1,94.8683,0,9,8,16,12,4,114.6298,0,NA,NA,0,147.7329,459.0882,409.3764,156,663.6784,NA
1265,"V331427_L1113_1_P.jpg",2766.6848,325.8241,0,NA,0,0,NA,0,1,101.5135,0,9,7,16,14,4,78,0,NA,NA,0,NA,375.7672,252.9901,NA,636.9954,0
1266,"V331427_L1133_1_P.jpg",NA,308.2377,0,NA,0,0,NA,0,1,77.4024,0,0,0,0,14,4,121.9251,0,NA,NA,0,NA,329.983,288.9274,NA,644.1106,0
1267,"V331428_L1134_1_P.jpg",3184.3583,392.8669,0,NA,0,0,NA,0,0,NA,0,9,8,19,13,5,244.7897,0,NA,NA,0,190.9188,352.2797,392.4959,144.0312,640.4069,NA
1268,"V331430_L1137_1_P.jpg",NA,401.9221,0,NA,0,0,NA,0,0,NA,0,7,8,0,0,6,89.822,2,NA,278.1151,0,531.2702,452.5483,319.462,NA,632.0791,NA
1269,"V331431_L1139_1_P.jpg",2808.1026,345.733,0,NA,0,0,NA,0,0,NA,0,9,8,19,14,6,96.1873,0,NA,NA,0,157.8924,395.5452,327.756,146.5401,NA,0
1270,"V331431_L1139_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,640.0133,0
1271,"V331432_L1140_1_P.jpg",NA,NA,0,NA,0,1,225,0,1,72.5603,0,0,0,0,0,0,NA,0,NA,NA,0,NA,445.9821,NA,152.4106,642.8476,0
1272,"V331433_L1141_1_C.jpg",NA,352.9618,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,645.1201,0
1273,"V331433_L1141_1_P.jpg",NA,333.7831,0,NA,0,0,NA,0,1,110.1454,0,9,7,17,9,6,114.0395,2,NA,267.4715,0,521.0077,432.8429,315.9272,NA,661.8044,NA
1274,"V331434_L1142_1_P.jpg",NA,360.0699,0,NA,0,0,NA,0,1,68.4763,0,0,0,0,13,4,74.0945,0,NA,NA,0,189.8552,412.8353,360.2124,130.8014,639.007,NA
1275,"V331435_L1143_1_P.jpg",NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,228.9651,NA,0,699.1223,646.0666,504.2232,221.0452,642.1121,NA
1276,"V331436_L1144_1_P.jpg",NA,346.9496,0,NA,0,0,NA,0,1,103.2279,0,9,0,17,0,0,NA,0,NA,NA,0,NA,390.2884,340.9457,100.8464,639.1127,0
